#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_010287.1	573229	573819	-	5858580	-	CTL0480	YP_001654557.1	196	-	inclusion membrane protein
chr	NC_010287.1	573969	574616	-	5858598	-	CTL0481	YP_001654558.1	215	-	inclusion membrane protein
chr	NC_010287.1	574842	576089	+	5858518	-	CTL0482	YP_001654559.1	415	-	sodium:dicarboxylate symport protein
chr	NC_010287.1	576273	577745	+	5858493	-	CTL0483	YP_001654560.1	490	-	sodium-dependent amino acid transporter
chr	NC_010287.1	577850	578197	+	5858593	incB	CTL0484	YP_001654561.1	115	-	inclusion membrane protein B
chr	NC_010287.1	578274	578810	+	5858169	incC	CTL0485	YP_001654562.1	178	-	inclusion membrane protein C
chr	NC_010287.1	578868	581654	+	5858147	-	CTL0486	YP_001654563.1	928	-	hypothetical protein CTL0486
chr	NC_010287.1	581683	582096	+	5858180	-	CTL0487	YP_001654564.1	137	-	Crp family transcriptional regulator
chr	NC_010287.1	582157	582390	-	5858080	acpP	CTL0488	YP_001654565.1	77	-	acyl carrier protein
chr	NC_010287.1	582759	583505	-	5858646	fabG	CTL0489	YP_001654566.1	248	-	3-oxoacyl
chr	NC_010287.1	583502	584428	-	5858671	fabD	CTL0490	YP_001654567.1	308	-	malonyl-CoA
chr	NC_010287.1	584445	585440	-	5857957	fabH	CTL0491	YP_001654568.2	331	-	3-oxoacyl-ACP synthase
chr	NC_010287.1	585566	586168	+	5857953	recR	CTL0492	YP_001654569.1	200	-	recombination protein RecR
chr	NC_010287.1	586542	588920	+	5858510	-	CTL0493	YP_001654570.1	792	-	outer membrane protein
chr	NC_010287.1	588987	589508	+	5858513	ompH	CTL0494	YP_001654571.1	173	-	outer membrane protein
chr	NC_010287.1	589536	590600	+	5858495	lpxD	CTL0495	YP_001654572.1	354	-	UDP-3-O-acylglucosamine N-acyltransferase
chr	NC_010287.1	590597	591793	-	5858758	-	CTL0496	YP_001654573.1	398	-	hypothetical protein CTL0496
chr	NC_010287.1	592015	593037	+	5858040	pdhA	CTL0497	YP_001654574.1	340	-	pyruvate dehydrogenase E1 component subunit alpha
chr	NC_010287.1	593030	594016	+	5858662	pdhB	CTL0498	YP_001654575.1	328	-	pyruvate dehydrogenase E1 component subunit beta
chr	NC_010287.1	594021	595310	+	5858441	pdhC	CTL0499	YP_001654576.1	429	-	pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase component
chr	NC_010287.1	595337	597781	-	5858737	glgP	CTL0500	YP_001654577.1	814	-	glycogen phosphorylase
chr	NC_010287.1	597937	598287	+	5858684	-	CTL0500A	YP_001654578.1	116	-	hypothetical protein CTL0500A
chr	NC_010287.1	598341	599711	-	5858599	dnaA	CTL0501	YP_001654579.1	456	-	chromosomal replication initiation protein DnaA
chr	NC_010287.1	599788	602151	-	5858197	oxaA	CTL0503	YP_001654580.1	787	-	membrane protein insertase
chr	NC_010287.1	602461	603279	-	5858446	lgt	CTL0504	YP_001654581.1	272	-	prolipoprotein diacylglyceryl transferase
chr	NC_010287.1	603530	604177	+	5858316	-	CTL0505	YP_001654582.1	215	-	hypothetical protein CTL0505
chr	NC_010287.1	604181	604951	+	5858698	-	CTL0506	YP_001654583.1	256	-	hypothetical protein CTL0506
chr	NC_010287.1	605159	605542	-	5858603	-	CTL0507	YP_001654584.1	127	-	hypothetical protein CTL0507
chr	NC_010287.1	605731	606975	+	5858086	-	CTL0508	YP_001654585.1	414	-	hypothetical protein CTL0508
chr	NC_010287.1	606965	608179	+	5858416	-	CTL0509	YP_001654586.1	404	-	hypothetical protein CTL0509
chr	NC_010287.1	608183	609307	-	5858396	-	CTL0510	YP_001654587.1	374	-	cysteine desulfurase
chr	NC_010287.1	609313	610059	-	5858252	-	CTL0511	YP_001654588.1	248	-	protein phosphatase
chr	NC_010287.1	610378	610869	+	5858282	-	CTL0512	YP_001654589.1	163	-	hypothetical protein CTL0512
chr	NC_010287.1	610878	611576	+	5857933	dnaQ	CTL0513	YP_001654590.1	232	-	DNA polymerase III subunit epsilon
chr	NC_010287.1	611573	612343	+	5858787	-	CTL0514	YP_001654591.1	256	-	menaquinone biosynthesis protein
chr	NC_010287.1	612336	612926	+	5858341	-	CTL0515	YP_001654592.1	196	-	hypothetical protein CTL0515
chr	NC_010287.1	612947	614887	-	5858391	-	CTL0516	YP_001654593.1	646	-	ABC transporter ATP-binding protein/permease
chr	NC_010287.1	614853	615827	-	5858233	accA	CTL0517	YP_001654594.1	324	-	acetyl-CoA carboxylase carboxyltransferase subunit alpha
chr	NC_010287.1	615960	617141	-	5858041	-	CTL0518	YP_001654595.1	393	-	hypothetical protein CTL0518
chr	NC_010287.1	617259	617561	-	5858371	ihfA	CTL0519	YP_001654596.1	100	-	DNA-binding protein HU
chr	NC_010287.1	617781	618560	-	5858427	amiA	CTL0520	YP_001654597.1	259	-	N-acetylmuramoyl alanine amidase
chr	NC_010287.1	618475	619926	-	5858472	murE	CTL0521	YP_001654598.1	483	-	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
chr	NC_010287.1	620249	622192	-	5858504	pbp	CTL0522	YP_001654599.1	647	-	penicillin-binding protein
chr	NC_010287.1	622179	622466	-	5858686	-	CTL0523	YP_001654600.1	95	-	hypothetical protein CTL0523
chr	NC_010287.1	622466	623368	-	5857921	-	CTL0524	YP_001654601.1	300	-	ribosomal RNA small subunit methyltransferase H
chr	NC_010287.1	623646	624212	+	5858465	-	CTL0525	YP_001654602.1	188	-	hypothetical protein CTL0525
chr	NC_010287.1	624219	624638	+	5858415	-	CTL0526	YP_001654603.1	139	-	hypothetical protein CTL0526
chr	NC_010287.1	624880	626247	+	5857906	dnaA	CTL0527	YP_001654604.1	455	-	chromosomal replication initiation protein
chr	NC_010287.1	626299	626883	+	5858196	-	CTL0528	YP_001654605.1	194	-	polymer-forming cytoskeletal protein
chr	NC_010287.1	626855	627514	-	5858326	-	CTL0529	YP_001654606.1	219	-	hypothetical protein CTL0529
chr	NC_010287.1	627516	629027	+	5858399	nqrB	CTL0530	YP_001654607.1	503	-	Na(+)-translocating NADH-quinone reductase subunit B
chr	NC_010287.1	629031	629981	+	5858579	nqrC	CTL0531	YP_001654608.1	316	-	Na(+)-translocating NADH-quinone reductase subunit C
chr	NC_010287.1	629971	630612	+	5858774	nqrD	CTL0532	YP_001654609.1	213	-	Na(+)-translocating NADH-quinone reductase subunit D
chr	NC_010287.1	630618	631352	+	5858458	nqrE	CTL0533	YP_001654610.1	244	-	Na(+)-translocating NADH-quinone reductase subunit E
chr	NC_010287.1	631376	631729	-	5858483	gcsH	CTL0534	YP_001654611.1	117	-	glycine cleavage system protein H
chr	NC_010287.1	631749	633821	-	5858032	-	CTL0535	YP_001654612.1	690	-	hypothetical protein CTL0535
chr	NC_010287.1	634016	635440	-	5858255	-	CTL0536	YP_001654613.1	474	-	phospholipase D
chr	NC_010287.1	635446	636165	-	5858339	lplA	CTL0537	YP_001654614.1	239	-	lipoate-protein ligase A
chr	NC_010287.1	636430	638994	+	5858192	clpC	CTL0538	YP_001654615.1	854	-	ATP-dependent Clp protease ATP-binding subunit
chr	NC_010287.1	638975	640051	-	5858654	mnmA	CTL0539	YP_001654616.1	358	-	tRNA-specific 2-thiouridylase MnmA
chr	NC_010287.1	640283	641977	+	5858413	-	CTL0540	YP_001654617.1	564	-	hypothetical protein CTL0540
chr	NC_010287.1	642064	643209	-	5858253	-	CTL0541	YP_001654618.1	381	-	hypothetical protein CTL0541
chr	NC_010287.1	643267	643944	-	5858245	-	CTL0542	YP_001654619.1	225	-	PTS fructose transporter subunit IIA
chr	NC_010287.1	643947	644423	-	5858364	ptsN_2	CTL0543	YP_001654620.1	158	-	PTS fructose transporter subunit IIA
chr	NC_010287.1	644425	644862	-	5858750	dut	CTL0544	YP_001654621.1	145	-	deoxyuridine 5\'-triphosphate nucleotidohydrolase
chr	NC_010287.1	644899	645825	-	5857955	accD	CTL0545	YP_001654622.1	308	-	acetyl-CoA carboxylase carboxyl transferase subunit beta
chr	NC_010287.1	645896	646516	-	5858610	sodM	CTL0546	YP_001654623.1	206	-	superoxide dismutase
chr	NC_010287.1	646648	648429	-	5858460	mrsA	CTL0547	YP_001654624.1	593	-	phosphoglucomutase
chr	NC_010287.1	648581	649048	-	5858586	-	CTL0548	YP_001654625.1	155	-	hypothetical protein CTL0548
chr	NC_010287.1	649157	649852	+	5858279	rnc	CTL0549	YP_001654626.1	231	-	ribonuclease III
chr	NC_010287.1	649836	651200	+	5858120	radA	CTL0550	YP_001654627.1	454	-	DNA repair protein RadA
chr	NC_010287.1	651178	651903	+	5858139	hemC	CTL0551	YP_001654628.2	241	-	porphobilinogen deaminase
chr	NC_010287.1	652304	652645	+	5858784	-	CTL0552	YP_009143299.1	113	-	hypothetical protein CTL0552
chr	NC_010287.1	652698	655502	-	5857923	pknD	CTL0553	YP_001654629.1	934	-	serine/threonine-protein kinase
chr	NC_010287.1	655517	658336	-	5858711	valS	CTL0554	YP_001654630.1	939	-	valine--tRNA ligase
chr	NC_010287.1	658463	658978	-	5858805	-	CTL0555	YP_001654631.1	171	-	hypothetical protein CTL0555
chr	NC_010287.1	658899	659324	-	5857935	atpK	CTL0556	YP_001654632.1	141	-	V-type ATP synthase subunit K
chr	NC_010287.1	659386	661335	-	5858641	atpI	CTL0557	YP_001654633.1	649	-	V-type ATP synthase subunit I
chr	NC_010287.1	661341	661952	-	5858484	-	CTL0558	YP_001654634.1	203	-	V-type ATP synthase subunit D
chr	NC_010287.1	661937	663253	-	5858469	-	CTL0559	YP_001654635.1	438	-	V-type ATP synthase subunit beta
chr	NC_010287.1	663256	665031	-	5858487	-	CTL0560	YP_001654636.1	591	-	V-type ATP synthase subunit alpha
chr	NC_010287.1	665025	665825	-	5858609	-	CTL0561	YP_001654637.1	266	-	hypothetical protein CTL0561
chr	NC_010287.1	665992	666618	-	5857920	-	CTL0562	YP_001654638.1	208	-	V-type ATP synthase subunit E
chr	NC_010287.1	666727	667437	+	5858474	-	CTL0563	YP_001654639.1	236	-	hypothetical protein CTL0563
chr	NC_010287.1	667445	667816	-	5858293	-	CTL0564	YP_001654640.1	123	-	hypothetical protein CTL0564
chr	NC_010287.1	667861	668844	-	5857936	tal	CTL0565	YP_001654641.1	327	-	transaldolase
chr	NC_010287.1	668956	673146	-	5858218	rpoC	CTL0566	YP_001654642.1	1396	-	DNA-directed RNA polymerase subunit beta\'
chr	NC_010287.1	673171	676929	-	5858141	rpoB	CTL0567	YP_001654643.1	1252	-	DNA-directed RNA polymerase subunit beta
chr	NC_010287.1	677290	677682	-	5858736	rplL	CTL0568	YP_001654644.1	130	-	50S ribosomal protein L7/L12
chr	NC_010287.1	677714	678232	-	5858604	rplJ	CTL0569	YP_001654645.1	172	-	50S ribosomal protein L10
chr	NC_010287.1	678254	678952	-	5858670	rplA	CTL0570	YP_001654646.1	232	-	50S ribosomal protein L1
chr	NC_010287.1	678975	679400	-	5858530	rplK	CTL0571	YP_001654647.1	141	-	50S ribosomal protein L11
chr	NC_010287.1	679506	680054	-	5858741	nusG	CTL0572	YP_001654648.1	182	-	transcription termination/antitermination protein NusG
chr	NC_010287.1	680058	680306	-	5858101	secE	CTL0573	YP_001654649.1	82	-	preprotein translocase subunit SecE
chr	NC_010287.1	680449	681633	-	5858263	tufA	CTL0574	YP_001654650.1	394	-	elongation factor Tu
chr	NC_010287.1	681981	682202	-	5858264	infA	CTL0575	YP_001654651.1	73	-	translation initiation factor IF-1
chr	NC_010287.1	682615	683526	+	5858717	-	CTL0576	YP_001654652.1	303	-	hypothetical protein CTL0576
chr	NC_010287.1	683523	683969	+	5858294	-	CTL0577	YP_001654653.1	148	-	Fe-S metabolism protein SufE
chr	NC_010287.1	686181	686363	-	5857915	-	CTL0580	YP_001654654.1	60	-	hypothetical protein CTL0580
chr	NC_010287.1	687086	687712	-	5858290	trpC	CTL0581	YP_001654655.1	208	-	N-(5\'-phosphoribosyl)anthranilate isomerase
chr	NC_010287.1	687908	688732	+	5858807	tpiA	CTL0582	YP_001654656.1	274	-	triosephosphate isomerase
chr	NC_010287.1	688746	690296	+	5858359	xseA	CTL0583	YP_001654657.1	516	-	exodeoxyribonuclease VII large subunit
chr	NC_010287.1	690280	690498	+	5858834	xseB	CTL0583A	YP_001654658.1	72	-	exodeoxyribonuclease VII small subunit
chr	NC_010287.1	690505	690777	+	5858803	-	CTL0584	YP_001654659.1	90	-	hypothetical protein CTL0584
chr	NC_010287.1	690774	692696	+	5858397	dxs	CTL0585	YP_001654660.1	640	-	1-deoxy-D-xylulose-5-phosphate synthase
chr	NC_010287.1	692793	694250	+	5857956	pykF	CTL0586	YP_001654661.1	485	-	pyruvate kinase
chr	NC_010287.1	694273	699633	+	5858569	uvrA	CTL0587	YP_001654662.1	1786	-	excinuclease ABC subunit A
chr	NC_010287.1	699851	701251	+	5858828	dnaX	CTL0588	YP_001654663.1	466	-	DNA polymerase III subunit gamma and tau
chr	NC_010287.1	701244	701534	+	5858113	-	CTL0589	YP_001654664.1	96	-	nucleoid-associated protein
chr	NC_010287.1	701544	703259	-	5857919	ptsI	CTL0590	YP_001654665.1	571	-	phosphoenolpyruvate-protein phosphotransferase
chr	NC_010287.1	703259	703588	-	5858721	ptsH	CTL0591	YP_001654666.1	109	-	phosphocarrier protein HPr
chr	NC_010287.1	703726	704187	-	5858679	-	CTL0592	YP_001654667.1	153	-	hypothetical protein CTL0592
chr	NC_010287.1	704244	704498	-	24423077	-	CTL0592a	YP_009143300.1	84	-	hypothetical protein CTL0592a
chr	NC_010287.1	704471	706000	+	5858402	-	CTL0593	YP_001654669.1	509	-	hypothetical protein CTL0593
chr	NC_010287.1	706072	708108	-	5858223	-	CTL0594	YP_001654670.1	678	-	2-oxoisovalerate dehydrogenase subunit alpha/beta
chr	NC_010287.1	708143	709321	-	5858338	dnaJ	CTL0595	YP_001654671.1	392	-	chaperone protein DnaJ
chr	NC_010287.1	709350	709526	-	5858534	rpsU	CTL0596	YP_001654672.1	58	-	30S ribosomal protein S21
chr	NC_010287.1	709724	710356	-	5857978	-	CTL0597	YP_001654673.1	210	-	O-sialoglycoprotein endopeptidase
chr	NC_010287.1	710666	713125	+	5858232	lon	CTL0598	YP_001654674.1	819	-	Lon protease
chr	NC_010287.1	713227	713592	+	5858097	-	CTL0599	YP_001654675.1	121	-	hypothetical protein CTL0599
chr	NC_010287.1	713935	714849	+	5858302	-	CTL0600	YP_001654676.1	304	-	ribonuclease Z
chr	NC_010287.1	714911	715858	+	5858132	xerC	CTL0601	YP_001654677.1	315	-	tyrosine recombinase XerC
chr	NC_010287.1	715912	717501	+	5857939	-	CTL0602	YP_001654678.1	529	-	ABC transporter ATP-binding protein
chr	NC_010287.1	717537	718127	+	5857929	-	CTL0603	YP_001654679.1	196	-	septum formation protein Maf
chr	NC_010287.1	718109	719809	+	5858295	-	CTL0604	YP_001654680.1	566	-	hypothetical protein CTL0604
chr	NC_010287.1	719816	721918	+	5858366	-	CTL0605	YP_001654681.1	700	-	hypothetical protein CTL0605
chr	NC_010287.1	721992	722300	-	5858231	secG	CTL0606	YP_001654682.1	102	-	preprotein translocase subunit SecG
chr	NC_010287.1	722456	723001	-	5858262	def	CTL0607	YP_001654683.1	181	-	peptide deformylase
chr	NC_010287.1	723276	724109	-	5858688	-	CTL0608	YP_001654684.1	277	-	ribosomal RNA small subunit methyltransferase A
chr	NC_010287.1	724125	725186	-	5858094	-	CTL0609	YP_001654685.1	353	-	hypothetical protein CTL0609
chr	NC_010287.1	725491	727605	-	5858408	-	CTL0610	YP_001654686.1	704	-	hypothetical protein CTL0610
chr	NC_010287.1	728062	728394	+	5858273	-	CTL0611A	YP_001654687.1	110	-	hypothetical protein CTL0611A
chr	NC_010287.1	728420	728932	+	5857913	-	CTL0612	YP_008470966.1	170	-	hypothetical protein CTL0612
chr	NC_010287.1	729014	729604	-	5858360	-	CTL0613	YP_001654688.1	196	-	hypothetical protein CTL0613
chr	NC_010287.1	729856	730482	-	5858261	-	CTL0614	YP_001654689.1	208	-	hypothetical protein CTL0614
chr	NC_010287.1	730644	731504	-	5858751	dapA	CTL0615	YP_001654690.1	286	-	4-hydroxy-tetrahydrodipicolinate synthase
chr	NC_010287.1	731514	732809	-	5858118	lysC	CTL0616	YP_001654691.1	431	-	aspartokinase
chr	NC_010287.1	732802	733806	-	5858738	asd	CTL0617	YP_001654692.1	334	-	aspartate-semialdehyde dehydrogenase
chr	NC_010287.1	733816	734577	-	5858481	dapB	CTL0618	YP_001654693.1	253	-	4-hydroxy-tetrahydrodipicolinate reductase
chr	NC_010287.1	734754	736481	-	5858074	-	CTL0619	YP_001654694.1	575	-	hypothetical protein CTL0619
chr	NC_010287.1	736651	737973	+	5858438	aroA	CTL0620	YP_001654695.1	440	-	3-phosphoshikimate 1-carboxyvinyltransferase
chr	NC_010287.1	737915	738469	+	5858488	aroL	CTL0621	YP_001654696.1	184	-	shikimate kinase
chr	NC_010287.1	738462	739535	+	5858480	aroC	CTL0622	YP_001654697.1	357	-	chorismate synthase
chr	NC_010287.1	739532	740653	+	5858466	aroB	CTL0623	YP_001654698.1	373	-	3-dehydroquinate synthase
chr	NC_010287.1	740634	742076	+	5858629	aroDE	CTL0624	YP_001654699.1	480	-	bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase
chr	NC_010287.1	742118	742903	+	5858666	-	CTL0625	YP_001654700.1	261	-	hypothetical protein CTL0625
chr	NC_010287.1	743044	744372	+	5858286	-	CTL0626	YP_001654701.1	442	-	porin AaxA
chr	NC_010287.1	745044	746495	+	5858403	-	CTL0628	YP_001654702.1	483	-	arginine/agmatine antiporter
chr	NC_010287.1	746667	747725	+	5858352	-	CTL0629	YP_001654703.1	352	-	oxidoreductase
chr	NC_010287.1	747767	748747	-	5858419	mdhC	CTL0630	YP_001654704.1	326	-	malate dehydrogenase
chr	NC_010287.1	748937	749077	-	5858450	ltuA	CTL0631	YP_001654705.1	46	-	late transcription unit A protein
chr	NC_010287.1	749192	750769	-	5858722	pgi	CTL0633	YP_001654706.1	525	-	glucose-6-phosphate isomerase
chr	NC_010287.1	750882	752225	-	5858597	-	CTL0634	YP_001654707.1	447	-	GTPase HflX
chr	NC_010287.1	752238	753038	-	5858384	phnP	CTL0635	YP_001654708.1	266	-	metal-dependent hydrolase
chr	NC_010287.1	753067	753840	-	5858448	artJ	CTL0636	YP_001654709.1	257	-	arginine ABC transporter substrate-binding protein
chr	NC_010287.1	753909	754745	-	5858039	aroG	CTL0637	YP_001654710.1	278	-	3-deoxy-7-phosphoheptulonate synthase
chr	NC_010287.1	754882	755073	-	5858028	-	CTL0638	YP_001654711.1	63	-	hypothetical protein CTL0638
chr	NC_010287.1	755256	755987	+	5858257	-	CTL0639	YP_001654712.1	243	-	hypothetical protein CTL0639
chr	NC_010287.1	755998	757617	-	5858251	-	CTL0640	YP_001654713.1	539	-	hypothetical protein CTL0640
chr	NC_010287.1	757632	757967	-	5858401	-	CTL0641	YP_001654714.1	111	-	hypothetical protein CTL0641
chr	NC_010287.1	757964	758833	-	5858240	-	CTL0642	YP_001654715.1	289	-	hypothetical protein CTL0642
chr	NC_010287.1	759120	761195	+	5858228	-	CTL0643	YP_001654716.1	691	-	hypothetical protein CTL0643
chr	NC_010287.1	761209	761556	-	5858370	-	CTL0644	YP_001654717.1	115	-	hypothetical protein CTL0644
chr	NC_010287.1	761738	762964	+	5858234	-	CTL0645	YP_001654718.1	408	-	hypothetical protein CTL0645
chr	NC_010287.1	763072	764256	+	5858236	dapL	CTL0646	YP_001654719.1	394	-	L,L-diaminopimelate aminotransferase
chr	NC_010287.1	764264	765271	+	5858682	-	CTL0647	YP_001654720.1	335	-	ABC transporter substrate-binding protein
chr	NC_010287.1	765280	766410	-	5858283	-	CTL0648	YP_001654721.1	376	-	hypothetical protein CTL0648
chr	NC_010287.1	766611	768356	+	5858382	proS	CTL0649	YP_001654722.1	581	-	proline--tRNA ligase
chr	NC_010287.1	768425	769603	+	5858140	hrcA	CTL0650	YP_001654723.1	392	-	heat-inducible transcription repressor
chr	NC_010287.1	769600	770172	+	5858410	grpE	CTL0651	YP_001654724.1	190	-	stress response protein GrpE
chr	NC_010287.1	770198	772180	+	5858788	dnaK	CTL0652	YP_001654725.1	660	-	chaperone protein DnaK
chr	NC_010287.1	772473	774557	+	5858673	vacB	CTL0654	YP_001654726.1	694	-	ribonuclease R
chr	NC_010287.1	774813	775577	+	5858827	-	CTL0655	YP_001654727.1	254	-	hypothetical protein CTL0655
chr	NC_010287.1	776000	776986	-	5858392	-	CTL0656	YP_001654728.1	328	-	carbohydrate isomerase
chr	NC_010287.1	777018	778184	-	5857914	sucB	CTL0657	YP_001654729.1	388	-	branched-chain alpha-keto acid dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
chr	NC_010287.1	778430	779668	-	5858315	gltT	CTL0658	YP_001654730.1	412	-	sodium:dicarboxylate symport protein
chr	NC_010287.1	779665	780774	-	5858201	lpxK	CTL0659	YP_001654731.1	369	-	tetraacyldisaccharide 4\'-kinase
chr	NC_010287.1	780940	781749	-	5858244	-	CTL0660	YP_001654732.1	269	-	SpoU family rRNA methylase
chr	NC_010287.1	781737	782564	-	5858287	-	CTL0661	YP_001654733.1	275	-	SAM-dependent methyltransferase
chr	NC_010287.1	782561	783160	-	5857934	ribC	CTL0662	YP_001654734.1	199	-	riboflavin synthase
chr	NC_010287.1	783553	784017	+	5858672	nrdR	CTL0663	YP_001654735.1	154	-	transcriptional regulator NrdR
chr	NC_010287.1	784031	784405	+	5858340	dksA	CTL0664	YP_001654736.1	124	-	RNA polymerase-binding transcription factor
chr	NC_010287.1	784411	784914	+	5858209	lspA	CTL0665	YP_001654737.1	167	-	lipoprotein signal peptidase
chr	NC_010287.1	785016	786377	+	5858699	-	CTL0666	YP_001654738.1	453	-	sodium/alanine symporter
chr	NC_010287.1	786593	787870	+	5858266	pcnB	CTL0667	YP_001654739.1	425	-	poly A polymerase
chr	NC_010287.1	787931	789754	+	5858639	lpxB	CTL0668	YP_001654740.1	607	-	lipid-A-disaccharide synthase
chr	NC_010287.1	789861	792788	+	5858107	pmpA	CTL0669	YP_001654741.1	975	-	outer membrane protein PmpA
chr	NC_010287.1	792927	798176	+	5858502	pmpB	CTL0670	YP_001654742.1	1749	-	outer membrane protein PmpB
chr	NC_010287.1	798351	803675	+	5858099	pmpC	CTL0671	YP_001654743.1	1774	-	outer membrane protein PmpC
chr	NC_010287.1	804228	805058	+	5858272	-	CTL0672	YP_001654744.1	276	-	metal ABC transporter substrate-binding protein
chr	NC_010287.1	805055	805765	+	5858376	-	CTL0673	YP_001654745.1	236	-	metal ABC transporter ATP-binding protein
chr	NC_010287.1	805756	806637	+	5858239	-	CTL0674	YP_001654746.1	293	-	metal ABC transporter permease
chr	NC_010287.1	806553	807560	-	5857930	obgE	CTL0675	YP_001654747.1	335	-	GTPase ObgE
chr	NC_010287.1	807650	807901	-	5858329	rpmA	CTL0676	YP_001654748.1	83	-	50S ribosomal protein L27
chr	NC_010287.1	807932	808255	-	5858312	rplU	CTL0677	YP_001654749.1	107	-	50S ribosomal protein L21
chr	NC_010287.1	808805	809506	+	5858284	-	CTL0678	YP_001654750.1	233	-	hypothetical protein CTL0678
chr	NC_010287.1	809691	809852	+	5858385	-	CTL0679	YP_001654751.1	53	-	hypothetical protein CTL0679
chr	NC_010287.1	809869	810030	+	5858242	-	CTL0680	YP_001654752.1	53	-	hypothetical protein CTL0680
chr	NC_010287.1	810043	810528	+	5858411	-	CTL0681	YP_001654753.1	161	-	endoribonuclease
chr	NC_010287.1	810661	811770	+	5857922	-	CTL0682	YP_001654754.1	369	-	hypothetical protein CTL0682
chr	NC_010287.1	811959	812309	+	5858395	rsbV	CTL0683	YP_001654755.1	116	-	anti-sigma F factor antagonist
chr	NC_010287.1	812487	814352	+	5858733	-	CTL0684	YP_001654756.1	621	-	hypothetical protein CTL0684
chr	NC_010287.1	814549	815658	+	5858386	-	CTL0685	YP_001654757.1	369	-	menaquinone biosynthesis protein
chr	NC_010287.1	815631	816452	+	5858368	-	CTL0686	YP_001654758.1	273	-	ubiquinone/menaquinone biosynthesis protein
chr	NC_010287.1	816388	817077	+	5858221	ubiE	CTL0687	YP_001654759.1	229	-	demethylmenaquinone methyltransferase
chr	NC_010287.1	817103	818092	-	5858831	-	CTL0688	YP_001654760.1	329	-	hypothetical protein CTL0688
chr	NC_010287.1	818153	818980	-	5858387	dapF	CTL0689	YP_001654761.1	275	-	diaminopimelate epimerase
chr	NC_010287.1	818949	819527	-	5858690	clpP	CTL0690	YP_001654762.1	192	-	ATP-dependent Clp protease proteolytic subunit
chr	NC_010287.1	819539	821032	-	5858124	glyA	CTL0691	YP_001654763.1	497	-	serine hydroxymethyltransferase
chr	NC_010287.1	821396	822067	+	5858617	hemD	CTL0692	YP_001654764.1	223	-	hypothetical protein CTL0692
chr	NC_010287.1	822170	822706	+	5858357	ispF	CTL0693	YP_001654765.1	178	-	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
chr	NC_010287.1	822703	823755	-	5858356	-	CTL0694	YP_001654766.1	350	-	hypothetical protein CTL0694
chr	NC_010287.1	823772	824089	-	5858248	rpsJ	CTL0695	YP_001654767.1	105	-	30S ribosomal protein S10
chr	NC_010287.1	824097	826181	-	5858519	fusA	CTL0696	YP_001654768.1	694	-	elongation factor G
chr	NC_010287.1	826223	826696	-	5858037	rpsG	CTL0697	YP_001654769.1	157	-	30S ribosomal protein S7
chr	NC_010287.1	826746	827117	-	5858160	rpsL	CTL0698	YP_001654770.2	123	-	30S ribosomal protein S12
chr	NC_010287.1	827377	827715	+	5857998	-	CTL0699	YP_001654771.1	112	-	hypothetical protein CTL0699
chr	NC_010287.1	827873	829822	+	5858256	tsp	CTL0700	YP_001654772.1	649	-	carboxy-terminal processing protease
chr	NC_010287.1	829929	830381	-	5858812	-	CTL0701	YP_001654773.1	150	-	hypothetical protein CTL0701
chr	NC_010287.1	830559	832220	-	5858203	omcB	CTL0702	YP_001654774.1	553	-	outer membrane protein OmcB
chr	NC_010287.1	832367	832633	-	5858422	omcA	CTL0703	YP_001654775.1	88	-	lipoprotein OmcA
chr	NC_010287.1	832970	833194	+	5858155	-	CTL0704	YP_001654776.1	74	-	hypothetical protein CTL0704
chr	NC_010287.1	833191	834711	-	5858291	gltX	CTL0705	YP_001654777.1	506	-	glutamate--tRNA ligase
chr	NC_010287.1	834982	835533	-	5858744	euo	CTL0706	YP_001654778.1	183	-	hypothetical protein CTL0706
chr	NC_010287.1	835937	837691	-	5858123	recJ	CTL0707	YP_001654779.1	584	-	single-stranded-DNA-specific exonuclease
chr	NC_010287.1	837809	842011	-	5858531	secF	CTL0708a	YP_001654780.1	1400	-	preprotein translocase subunit SecD/SecF
chr	NC_010287.1	842431	842763	-	5858520	-	CTL0709	YP_001654781.1	110	-	hypothetical protein CTL0709
chr	NC_010287.1	843225	843986	+	5858394	uppS	CTL0710	YP_001654782.1	253	-	isoprenyl transferase
chr	NC_010287.1	843992	844909	+	5858818	cdsA	CTL0711	YP_001654783.1	305	-	phosphatidate cytidylyltransferase
chr	NC_010287.1	844906	845556	+	5858467	cmk	CTL0712	YP_001654784.1	216	-	cytidylate kinase
chr	NC_010287.1	845553	846203	+	5858044	plsC	CTL0713	YP_001654785.1	216	-	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NC_010287.1	846218	847909	+	5858772	argS	CTL0714	YP_001654786.1	563	-	arginine--tRNA ligase
chr	NC_010287.1	847947	849281	-	5858463	murA	CTL0715	YP_001654787.1	444	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
