Name,wildtype-rep1,wildtype-rep2,revR-rep1,revR-rep2,virR-rep1,virR-rep2,Length,Gene,Product,On same fragment,Ambiguous alignment
CPE1485,10,26,6,17,31,25,687,,ABC transporter,23xCPE1486 19xCPE1484,1xCPE1484 1xCPE0995
CPE1486,16,72,22,57,29,45,756,,ABC transporter,138xCPE1487 23xCPE1485,
CPE1487,260,745,481,1608,337,758,1005,,hypothetical protein,138xCPE1486 5xCPE1488,
CPE1488,20,47,30,41,16,78,186,,hypothetical protein,5xCPE1487 1xCPE1489,
CPE1489,238,399,271,533,263,431,858,,hypothetical protein,24xCPE1490 1xCPE1488,
CPE1490,17,38,22,108,40,48,777,,hypothetical protein,24xCPE1489,
CPE1491,50,89,43,51,42,96,423,,hypothetical protein,,
CPE1492,42,78,40,110,75,143,525,,hypothetical protein,81xCPE1493,
CPE1493,46,87,56,194,68,72,510,,hypothetical protein,81xCPE1492,
CPE1494,30,99,71,87,27,85,834,,PP-loop family protein,109xCPE1495,
CPE1495,31,66,56,55,30,59,255,,hypothetical protein,109xCPE1494,
CPE1496,29,74,34,168,20,69,270,,hypothetical protein,79xCPE1497,
CPE1497,86,239,135,368,99,222,1353,,hypothetical protein,79xCPE1496,
CPE1498,73,239,185,483,121,194,504,,hypothetical protein,,
CPE1499,49,89,41,153,42,67,876,comEC,late competence protein,,
CPE1500,46,95,55,72,54,35,1323,virS,sensor histidine kinase VirS,68xCPE1501,1xCPE1340 1xCPE2358
CPE1501,27,55,46,102,34,23,711,virR,"DNA-binding response regulator, LytTr family",68xCPE1500,
CPE1502,55,69,9,14,155,182,1014,,hypothetical protein,4xCPE1503,
CPE1503,63,83,55,44,76,70,288,,hypothetical protein,4xCPE1502,
CPE1504,151,171,92,109,296,202,1014,,hypothetical protein,,
CPE1505,47,122,75,386,124,250,1299,uraA,uracil transporter,,
CPE1506,83,161,73,49,99,222,1584,,ABC transporter,,1xCPE2207 1xCPE1894
CPE1507,140,220,58,106,72,207,963,,"endo-1,4-beta-xylanase",,
CPE1508,70,63,59,93,65,83,2187,topB,DNA topoisomerase III,1xCPE1509,1xCPE2358 1xCPE1911
CPE1509,12,15,6,19,23,15,1419,,hypothetical protein,18xCPE1510 1xCPE1508,
CPE1510,11,4,8,12,9,19,468,,hypothetical protein,18xCPE1509,
CPE1511,0,3,0,0,4,11,399,,hypothetical protein,,
CPE1512,61,106,80,165,65,119,3282,,sensor histidine kinase/response regulator,,
CPE1513,6,12,8,9,12,15,1101,,hypothetical protein,6xCPE1514,
CPE1514,9,12,7,18,12,23,1368,argI,AlgI-related protein,6xCPE1513,1xCPE0481
CPE1515,19,11,11,8,48,41,498,,lipoprotein,,
CPE1516,30,60,52,54,54,56,1224,,"ATP-dependent RNA helicase, DEAD/DEAH box family",41xCPE1517,1xCPE1818 1xCPE1280 1xCPE0769 1xCPE2249 1xCPE2284 1xCPE1476 1xCPE1196 1xCPE0849 1xCPE1880
CPE1517,17,14,13,15,24,14,312,,hypothetical protein,41xCPE1516,1xCPE0417
CPE1518,125,288,184,593,83,283,1347,gdhA,glutamate dehydrogenase,,
CPE1519,328,389,297,429,360,607,495,,hypothetical protein,,
CPE1520,16,52,13,15,22,30,1026,ilvE,branched-chain amino acid aminotransferase,,
CPE1521,17,24,14,11,72,68,414,,hypothetical protein,17xCPE1522,
CPE1522,18,49,30,33,20,22,546,,hypothetical protein,17xCPE1521,1xCPE1452 1xCPE1924
CPE1523,145,158,8,47,894,833,3384,nagL,hyaluronidase,,
CPE1524,7,5,7,5,17,35,927,,hypothetical protein,,
CPE1525,72,254,78,115,309,664,1770,,ABC transporter,77xCPE1526,
CPE1526,65,271,77,128,176,556,1722,,ABC transporter,77xCPE1525,
CPE1527,7,7,3,6,12,9,795,,hypothetical protein,,
CPE1528,150,72,26,7,178,176,360,,hypothetical protein,,
CPE1529,454,1272,472,613,400,1190,1338,,hypothetical protein,,
CPE1530,2,6,2,7,107,99,417,,hypothetical protein,,1xCPE0239
CPE1531,84,125,54,116,63,85,948,,fructokinase,35xCPE1532,
CPE1532,129,106,42,139,84,78,1464,sacA,sucrose-6-P hydrolase,35xCPE1531 13xCPE1533,
CPE1533,110,100,39,105,91,88,981,,sucrose operon repressor,13xCPE1532 5xCPE1534,
CPE1534,251,266,24,10,133,243,1353,,"PTS system, sucrose-specific IIBC component",5xCPE1533,
CPE1535,12,54,76,502,41,38,627,,hypothetical protein,,
CPE1536,3,11,11,16,10,15,1047,asrC,anaerobic sulfite reductase subunit C,3xCPE1537,
CPE1537,3,1,2,7,4,6,792,asrB,anaerobic sulfite reductase subunit B,5xCPE1538 3xCPE1536,
CPE1538,2,5,5,11,4,4,1032,asrA,anaerobic sulfite reductase subunit A,5xCPE1537,
CPE1539,165,125,177,184,45,89,411,,hypothetical protein,,
CPE1540,107,264,124,133,74,142,1185,,ABC transporter,64xCPE1541,
CPE1541,68,169,60,94,40,88,702,,ABC transporter,140xCPE1542 64xCPE1540,
CPE1542,140,324,117,202,71,179,1131,,multidrug resistance protein MdtN,140xCPE1541,
CPE1543,6,10,5,1,23,28,687,bioD,dithiobiotin synthetase,31xCPE1544,
CPE1544,8,8,4,4,20,26,960,bioB,biotin synthase,31xCPE1543 6xCPE1545,
CPE1545,6,10,4,1,12,19,555,bioY,biotin synthase,6xCPE1544,
CPE1546,472,586,208,251,331,543,1092,,hypothetical protein,,
CPE1547,104,185,185,293,90,160,3438,spoVK,stage V sporulation protein K,55xCPE1548,
CPE1548,62,123,98,188,32,85,1989,fdh,molybdopterin oxidoreductase,55xCPE1547,
CPE1549,114,420,190,807,128,291,1095,prs,phosphoribosylpyrophosphate synthetase,,
CPE1550,19,38,26,39,50,59,1062,,hypothetical protein,,
CPE1551,71,230,147,453,40,95,990,,"endo-1,4-beta-xylanase",,
CPE1552,15,22,16,32,52,49,1968,pulA,pullulanase,,
CPE1553,0,2,0,6,33,67,537,sipS,signal peptidase I,,
CPE1554,125,73,60,37,130,109,846,,lipoprotein,30xCPE1555,
CPE1555,126,147,88,47,119,177,270,,ribonucleotide-diphosphate reductase subunit alpha,32xCPE1556 30xCPE1554,
CPE1556,54,192,86,334,74,161,2016,,hypothetical protein,32xCPE1555,
CPE1557,10,38,14,43,11,32,951,,hypothetical protein,,
CPE1558,2,1,1,0,32,44,642,,"di-trans, poly-cis-decaprenylcistransferase",7xCPE1559,
CPE1559,3,5,3,10,54,41,1500,,diapophytoene dehydrogenase,7xCPE1558,1xCPE2275 1xCPE0117
CPE1560,147,98,74,66,170,134,1692,,GGDEF/HD domain protein,3xCPE1561,1xCPE1802
CPE1561,4738,8133,2928,14145,3573,7226,645,,putative accessory gene regulator protein,130xCPE1562 3xCPE1560,
CPE1562,184,128,113,70,263,126,510,,hypothetical protein,565xCPE1563 130xCPE1561,
CPE1563,370,258,241,383,561,298,567,,hypothetical protein,565xCPE1562,
CPE1564,22,43,26,29,30,52,561,,hypothetical protein,,6xCPE1858 2xCPE0965 2xCPE0021 2xCPE1864 2xCPE0117 2xCPE0489 1xCPE1340 1xCPE0665 1xCPE0867 1xCPE1586 1xCPE1481 1xCPE1476 1xCPE0501
CPE1565,52,187,40,107,102,207,996,,putative calcium/sodium:proton antiporter,2xCPE1566,
CPE1566,10,24,13,7,11,30,1080,dinP,DNA polymerase IV,2xCPE1565 1xCPE1567,
CPE1567,46,55,19,25,60,91,633,ppiB,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",1xCPE1566,
CPE1568,102,402,279,1009,109,294,405,,hypothetical protein,15xCPE1569,
CPE1569,29,50,33,62,17,48,831,,"HAD hydrolase, IIB family",15xCPE1568,
CPE1570,433,1077,351,923,578,1367,714,,phage shock protein A,48xCPE1571,
CPE1571,90,153,57,232,137,289,702,,lipoprotein,48xCPE1570,
CPE1572,23,76,24,137,35,89,666,,hypothetical protein,,
CPE1573,141,352,293,299,128,310,2337,,bifunctional glutamate--cysteine ligase/glutathione synthetase,,
CPE1574,21,51,26,26,29,48,918,,hypothetical protein,,
CPE1575,15,47,32,141,14,45,1290,,hypothetical protein,,
CPE1576,23,27,61,151,17,31,369,,hypothetical protein,,
CPE1577,1,10,3,4,8,15,954,,ABC transporter,7xCPE1578,
CPE1578,0,4,0,5,12,9,1098,,ABC transporter,7xCPE1577 5xCPE1579,
CPE1579,2,7,4,15,6,12,1536,,ABC transporter,5xCPE1578,4xCPE1880 3xCPE0914 2xCPE0216 1xCPE1079 1xCPE2159 1xCPE0117 1xCPE0806 1xCPE0025 1xCPE0021 1xCPE1609 1xCPE1702 1xCPE2313 1xCPE1858 1xCPE2275 1xCPE1476 1xCPE1368 1xCPE2358
CPE1580,0,7,7,22,7,10,1113,,membrane lipoprotein TmpC precursor,,
CPE1581,21,30,31,52,31,41,822,,lipase,,
CPE1582,10,30,24,10,14,16,822,,hypothetical protein,9xCPE1583,1xCPE2087 1xCPE0256
CPE1583,12,37,36,45,15,15,1707,,ABC transporter,9xCPE1582 5xCPE1584,
CPE1584,27,63,38,106,43,39,558,,hypothetical protein,5xCPE1583,
CPE1585,71,69,47,19,114,164,453,,rhodanese domain protein,,
CPE1586,0,3,4,14,5,25,324,,hypothetical protein,,4xCPE1340 4xCPE0021 3xCPE0489 2xCPE0544 2xCPE1901 2xCPE0481 2xCPE1880 1xCPE0867 1xCPE1396 1xCPE1649 1xPCP48 1xCPE2271 1xCPE0117 1xCPE1564
CPE1587,26,58,32,37,54,81,3195,pulB,pullulanase,,
CPE1588,67,104,62,167,97,185,1995,glgB,glycogen branching enzyme,3xCPE1589,
CPE1589,2,2,3,2,10,10,708,,hypothetical protein,3xCPE1588,
CPE1590,11,17,15,24,7,15,771,,hypothetical protein,24xCPE1591,
CPE1591,6,18,10,10,2,12,492,,hypothetical protein,24xCPE1590,
CPE1592,237,385,339,668,539,604,768,,hypothetical protein,,
CPE1593,122,227,171,293,128,191,1428,,lysyl-tRNA synthetase,95xCPE1594,
CPE1594,8,39,35,82,8,26,213,,hypothetical protein,95xCPE1593 8xCPE1595,
CPE1595,35,131,69,423,47,136,324,,thioredoxin,8xCPE1594,
CPE1596,45,54,23,30,136,139,960,,acetylxylan esterase,,
CPE1597,4,11,4,4,9,39,864,,ComEC family competence protein,,
CPE1598,244,361,271,380,266,479,429,,hypothetical protein,3xCPE1599,
CPE1599,2,2,2,6,2,5,582,thiE,thiamine monophosphate synthase,3xCPE1598 2xCPE1600,
CPE1600,2,5,2,6,1,4,1104,thiH,thiamine biosynthesis protein ThiH,3xCPE1601 2xCPE1599,
CPE1601,1,5,1,6,2,4,765,thiG,thiazole synthase,3xCPE1600,
CPE1602,3,4,1,10,2,2,810,,thiamine biosynthesis protein ThiF,3xCPE1603,
CPE1603,0,4,1,8,2,4,195,,thiamine biosynthesis protein ThiS,3xCPE1602,
CPE1604,19,75,62,215,19,47,1701,,"transporter, major facilitator family",,
CPE1605,82,205,179,242,65,130,810,,GTP pyrophosphokinase,41xCPE1606,1xCPE0416
CPE1606,24,48,33,74,14,36,300,,hypothetical protein,51xCPE1607 41xCPE1605,
CPE1607,13,46,31,78,11,35,444,,methionine sulfoxide reductase B,51xCPE1606 17xCPE1608,
CPE1608,25,70,75,118,17,56,648,,hypothetical protein,17xCPE1607,
CPE1609,37,173,85,131,70,305,300,,hypothetical protein,,2xCPE0021 1xCPE0665 1xCPE0544 1xCPE1579 1xCPE0247 1xCPE2284 1xCPE1895 1xCPE1901 1xCPE0267 1xCPE1864 1xCPE0489
CPE1610,96,199,135,116,104,177,984,,"endo-1,4-beta-xylanase",,1xCPE2284
CPE1611,15,77,28,166,19,68,270,,hypothetical protein,,
CPE1612,5,18,7,15,11,23,654,,hypothetical protein,,
CPE1613,21,26,41,33,23,25,366,,hypothetical protein,5xCPE1614,
CPE1614,81,174,203,317,99,143,1326,,cell wall-binding protein,5xCPE1613,
CPE1615,21,91,29,208,18,66,219,,hypothetical protein,,
CPE1616,0,9,4,14,4,5,189,,hypothetical protein,,
CPE1617,47,123,60,46,74,90,396,,hypothetical protein,105xCPE1618 2xCPE1619,
CPE1618,126,125,94,77,153,165,258,,hypothetical protein,491xCPE1619 105xCPE1617,
CPE1619,114,121,84,106,127,151,2292,,"ATP-dependent DNA helicase, UvrD/REP family",491xCPE1618 2xCPE1617,
CPE1620,1,4,0,2,9,19,471,,hypothetical protein,,
CPE1621,157,51,11,21,129,102,807,,hypothetical protein,,
CPE1622,6,9,3,6,4,11,996,,hypothetical protein,,
CPE1623,56,155,61,197,84,153,666,,lipoprotein,,
CPE1624,6,13,10,12,17,30,1926,,hypothetical protein,,
CPE1625,112,108,53,51,143,102,3255,,"helicase, SNF2/RAD54 family",,1xCPE2135 1xCPE0020 1xCPE0247 1xCPE1858 1xCPE1484 1xCPE0344 1xCPE2265
CPE1626,756,429,152,301,1012,746,987,,transcriptional regulator,109xCPE1627,
CPE1627,282,140,75,148,332,236,441,rbsB,ribose ABC transporter,428xCPE1628 109xCPE1626,
CPE1628,294,155,105,152,359,328,540,,ribose ABC transporter,428xCPE1627 187xCPE1629,
CPE1629,550,303,157,302,689,897,936,rbsC,ribose ABC transporter,269xCPE1630 187xCPE1628,
CPE1630,720,389,326,553,1077,1009,1506,rbsA,ribose ABC transporter,269xCPE1629 166xCPE1631,
CPE1631,1174,859,356,388,1538,2216,396,rbsD,D-ribose pyranase,1871xCPE1632 166xCPE1630,
CPE1632,1418,839,533,478,2004,2173,933,rbsK,ribokinase,1871xCPE1631,
CPE1633,313,417,318,274,499,530,468,def,polypeptide deformylase,4xCPE1634,
CPE1634,370,536,255,475,664,760,960,tagO,undecaprenyl-phosphate N-acetylglucosaminyltransferase,42xCPE1635 4xCPE1633,
CPE1635,148,256,107,408,290,457,567,,transcriptional regulator,42xCPE1634,
CPE1636,293,266,225,834,299,558,645,ntpD,V-type ATP synthase subunit D,525xCPE1637,
CPE1637,167,231,175,943,225,559,1383,ntpB,V-type ATP synthase subunit B,525xCPE1636 115xCPE1638,
CPE1638,178,187,102,464,191,446,1776,ntpA,V-type ATP synthase subunit A,156xCPE1639 115xCPE1637 1xCPE1640,
CPE1639,57,62,32,181,58,106,318,ntpF,V-type ATP synthase subunit F,234xCPE1640 156xCPE1638,
CPE1640,179,160,142,343,231,329,1008,ntpC,V-type ATP synthase subunit C,438xCPE1641 234xCPE1639 1xCPE1638,
CPE1641,108,143,111,247,179,275,597,ntpE,"V-type ATPase, E subunit",438xCPE1640 149xCPE1642,
CPE1642,76,122,75,288,85,238,495,ntpK,V-type ATP synthase subunit K,149xCPE1641 84xCPE1643,
CPE1643,135,203,165,489,205,356,1947,ntpI,V-type ATP synthase subunit I,139xCPE1644 84xCPE1642,
CPE1644,47,83,60,164,79,114,327,,V-type ATP synthase subunit H,139xCPE1643,
CPE1645,164,420,233,644,266,498,1680,,radical SAM domain protein,766xCPE1646,
CPE1646,248,330,304,471,494,614,603,,hypothetical protein,766xCPE1645,
CPE1647,2,9,1,6,40,68,1287,,hypothetical protein,,
CPE1648,2,7,0,0,159,166,1530,spoVB,stage V sporulation protein B,,
CPE1649,3,3,0,6,27,37,801,,hypothetical protein,,1xCPE0395 1xCPE0665 1xCPE0476 1xCPE1586
CPE1650,86,235,136,154,152,271,843,,hypothetical protein,85xCPE1651,
CPE1651,51,90,34,68,73,110,504,,carnitine operon protein CaiE,85xCPE1650,
CPE1652,2,18,2,24,53,59,1002,,hypothetical protein,,
CPE1653,183,249,186,177,274,440,351,,hypothetical protein,,
CPE1654,364,332,322,641,436,497,471,,AsnC family transcriptional regulator,9xCPE1655,
CPE1655,7,6,4,6,19,51,204,,hypothetical protein,9xCPE1654,1xCPE1899 1xCPE0066 1xCPE2011
CPE1656,145,179,86,244,222,455,1746,,hypothetical protein,,
CPE1657,2,4,2,0,40,72,855,comEC,late competence protein,,
CPE1658,109,153,149,169,118,128,684,,hypothetical protein,,
CPE1659,100,204,127,338,135,250,219,feoA,ferrous iron transport protein A,192xCPE1660,
CPE1660,161,324,442,1350,253,515,1764,feoB,ferrous iron transport protein B,192xCPE1659,
CPE1661,204,821,416,616,230,789,1698,argS,arginyl-tRNA synthetase,,
CPE1662,87,234,185,264,118,190,1509,,Ppx/GppA phosphatase,,
CPE1663,23,40,10,17,252,387,1215,,hypothetical protein,,
CPE1664,151,393,175,469,160,436,621,,"peptidase, M50 family",,
CPE1665,8,23,5,4,288,322,1380,,PhoH family protein,,
CPE1666,78,236,128,248,78,164,615,,DNA polymerase III subunit epsilon,,
CPE1667,9,13,0,4,124,149,330,,single-strand binding protein,,
CPE1668,98,358,130,491,104,252,1431,purB,adenylosuccinate lyase,1xCPE1669,
CPE1669,1175,1863,1303,2669,1552,3434,261,hpr,phosphocarrier protein,158xCPE1670 1xCPE1668,
CPE1670,150,272,157,544,226,377,1194,aspC,aspartate aminotransferase,158xCPE1669,
CPE1671,419,314,244,240,896,1117,261,spoVS,stage V sporulation protein S,,
CPE1672,767,862,505,1201,870,1322,1593,,phosphodiesterase,,
CPE1673,163,454,101,343,335,620,1059,recA,recombinase A,,
CPE1674,86,207,89,149,93,187,591,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,306xCPE1675,
CPE1675,144,471,144,448,169,405,1338,,ribosomal protein S12 methylthiotransferase,306xCPE1674 6xCPE1676,
CPE1676,21,45,23,50,32,38,2391,spoIIIE,DNA translocase FtsK,6xCPE1675 6xCPE1677,
CPE1677,54,112,56,77,175,211,744,,Clp protease,88xCPE1678 6xCPE1676,
CPE1678,52,81,60,119,100,146,1197,dapG,aspartate kinase,117xCPE1679 88xCPE1677,
CPE1679,44,46,34,59,100,73,276,,PRC-barrel domain protein,117xCPE1678 3xCPE1680,
CPE1680,172,328,295,656,412,784,2109,pnpA,polynucleotide phosphorylase,91xCPE1681 3xCPE1679,
CPE1681,1349,5119,2245,6359,1787,4248,264,rpsO,30S ribosomal protein S15,101xCPE1682 91xCPE1680,
CPE1682,29,30,29,63,70,64,930,ribC,bifunctional riboflavin kinase/FMN adenylyltransferase,101xCPE1681 12xCPE1683,
CPE1683,30,19,10,27,35,26,885,truB,tRNA pseudouridine synthase B,44xCPE1684 12xCPE1682,
CPE1684,41,66,39,138,57,73,954,,DHH subfamily 1 protein,252xCPE1685 44xCPE1683,
CPE1685,100,248,141,724,210,345,351,rbfA,ribosome-binding factor A,474xCPE1686 252xCPE1684,
CPE1686,101,184,116,552,220,360,2040,infB,translation initiation factor IF-2,474xCPE1685 56xCPE1687,2xCPE1818 2xCPE2284 1xCPE0560 1xCPE1292 1xCPE1858 1xCPE0544 1xCPE2280
CPE1687,51,39,41,58,60,63,303,,ribosomal protein L7Ae family protein,99xCPE1688 56xCPE1686 4xCPE1689,
CPE1688,25,21,23,38,28,32,267,,hypothetical protein,99xCPE1687 45xCPE1689,
CPE1689,66,76,78,184,172,151,1101,nusA,transcription elongation factor NusA,126xCPE1690 45xCPE1688 4xCPE1687,
CPE1690,78,157,95,645,182,251,465,,ribosome maturation protein RimP,126xCPE1689,
CPE1691,52,139,75,80,142,176,4350,polC,DNA polymerase III PolC,6xCPE1692,1xCPE1880
CPE1692,133,197,149,141,309,369,1050,ispG,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,61xCPE1693 6xCPE1691,
CPE1693,57,183,75,164,128,218,1008,,zinc metallopeptidase RseP,158xCPE1694 61xCPE1692,
CPE1694,92,220,117,200,188,366,1155,,1-deoxy-D-xylulose 5-phosphate reductoisomerase,158xCPE1693,
CPE1695,58,82,60,136,64,87,795,cdsA,phosphatidate cytidylyltransferase,90xCPE1696,
CPE1696,24,65,47,133,47,99,762,uppS,undecaprenyl pyrophosphate synthase,90xCPE1695 6xCPE1697,
CPE1697,107,199,114,240,180,304,558,frr,ribosome recycling factor,235xCPE1698 6xCPE1696,
CPE1698,52,113,53,119,92,154,714,pyrH,uridylate kinase,235xCPE1697 21xCPE1699,
CPE1699,583,921,607,1000,711,999,912,tsf,elongation factor Ts,353xCPE1700 21xCPE1698,
CPE1700,444,921,853,1827,742,1153,702,rpsB,30S ribosomal protein S2,353xCPE1699,
CPE1701,161,306,201,207,227,370,777,,transcriptional repressor CodY,21xCPE1702,
CPE1702,47,114,99,144,114,178,2103,topA,DNA topoisomerase I,124xCPE1703 21xCPE1701,2xCPE1901 1xCPE2514 1xCPE1079 1xCPE0806 1xCPE1579 1xCPE1994 1xCPE0021 1xCPE0623 1xCPE0489
CPE1703,22,59,38,97,42,82,1083,smf,DNA protecting protein DprA,124xCPE1702 5xCPE1704,
CPE1704,0,2,2,5,41,47,1524,comM,Mg chelatase-like protein,5xCPE1703,
CPE1705,1,6,0,2,17,21,369,,hypothetical protein,,
CPE1706,12,20,15,41,21,26,819,rnhB,ribonuclease HII,17xCPE1707,
CPE1707,17,42,56,140,33,50,846,rbgA,ribosomal biogenesis GTPase,17xCPE1706 3xCPE1708,
CPE1708,776,2256,1200,2395,1328,2956,348,rplS,50S ribosomal protein L19,6xCPE1709 3xCPE1707,
CPE1709,14,16,16,40,25,32,711,trmD,tRNA (guanine-N(1)-)-methyltransferase,35xCPE1710 6xCPE1708,
CPE1710,21,10,31,53,25,21,498,rimM,16S rRNA-processing protein RimM,35xCPE1709 13xCPE1711,
CPE1711,400,680,656,642,536,601,228,,hypothetical protein,1323xCPE1712 13xCPE1710,
CPE1712,869,2694,1113,3699,1344,2769,246,rpsP,30S ribosomal protein S16,2172xCPE1713 1323xCPE1711,
CPE1713,254,691,250,624,449,483,1359,ffh,signal recognition particle protein,2172xCPE1712 96xCPE1714,
CPE1714,20,34,32,82,58,41,339,,DNA-binding protein,96xCPE1713,
CPE1715,14,29,30,45,21,54,915,ftsY,signal recognition particle-docking protein FtsY,15xCPE1716,2xCPE1340 2xCPE0021 2xCPE1901 2xCPE2284 1xCPE2162 1xCPE2165 1xCPE2617 1xCPE0674
CPE1716,63,120,50,144,59,125,3558,smc,chromosome segregation protein SMC,15xCPE1715,
CPE1717,98,242,123,237,208,215,1074,,radical SAM domain protein,213xCPE1718,
CPE1718,48,198,86,320,108,147,714,rnc,ribonuclease III,213xCPE1717 115xCPE1719,
CPE1719,1370,9843,1938,5615,1566,6288,231,acpP,acyl carrier protein,115xCPE1718 23xCPE1720,
CPE1720,23,65,41,41,49,81,633,plsX,glycerol-3-phosphate acyltransferase PlsX,89xCPE1721 23xCPE1719,
CPE1721,16,40,21,42,31,53,366,plsX,fatty acid/phospholipid synthesis protein,89xCPE1720 31xCPE1722,
CPE1722,651,1333,1064,2267,1056,1574,183,rpmF,50S ribosomal protein L32,6645xCPE1723 31xCPE1721,1xCPE1723
CPE1723,1085,1777,1358,2779,1643,1901,396,,hypothetical protein,6645xCPE1722 13xCPE1724,1xCPE1722
CPE1724,106,267,250,486,209,342,1197,ackB,acetate kinase,33xCPE1725 13xCPE1723,
CPE1725,50,232,115,335,71,217,1008,eutD,phosphotransacetylase,33xCPE1724,
CPE1726,11,36,21,77,9,23,1209,,hypothetical protein,,
CPE1727,8,17,6,16,77,88,1161,,hypothetical protein,,1xCPE0117
CPE1728,40,99,44,120,62,117,531,,hypothetical protein,147xCPE1729,
CPE1729,66,140,40,124,68,139,495,coaD,phosphopantetheine adenylyltransferase,206xCPE1730 147xCPE1728,
CPE1730,79,160,84,203,88,152,558,,16S rRNA m(2)G966-methyltransferase,206xCPE1729 105xCPE1731,
CPE1731,63,96,41,133,55,120,2073,recG,ATP-dependent DNA helicase RecG,105xCPE1730 2xCPE1732,
CPE1732,165,332,245,460,300,444,1647,,DAK2 domain protein,226xCPE1733 2xCPE1731,
CPE1733,94,192,104,378,150,276,348,,hypothetical protein,226xCPE1732,
CPE1734,465,731,736,2208,586,977,255,rpmB,50S ribosomal protein L28,,
CPE1735,45,67,44,51,152,222,630,,thiamine pyrophosphokinase,35xCPE1736,
CPE1736,42,42,44,39,54,60,654,,ribulose-phosphate 3-epimerase,61xCPE1737 35xCPE1735,
CPE1737,63,96,56,217,60,100,864,,ribosome-associated GTPase,61xCPE1736,
CPE1738,149,274,225,416,198,331,2058,,pobable serine/threonine protein kinase,46xCPE1739,1xCPE1802
CPE1739,39,61,61,99,54,76,720,,protein phosphatase 2C,57xCPE1740 46xCPE1738,1xCPE1740
CPE1740,73,109,90,213,97,125,1044,,ribosomal RNA large subunit methyltransferase N,87xCPE1741 57xCPE1739,1xCPE1739
CPE1741,53,127,105,292,97,175,1329,,RNA-binding Sun protein,122xCPE1742 87xCPE1740,
CPE1742,24,105,92,417,43,136,696,,hypothetical protein,122xCPE1741 112xCPE1743,
CPE1743,49,131,115,480,66,165,930,fmt,methionyl-tRNA formyltransferase,116xCPE1744 112xCPE1742,
CPE1744,59,100,77,177,57,108,444,def,peptide deformylase,141xCPE1745 116xCPE1743,
CPE1745,53,84,58,113,62,104,2196,,primosome assembly protein PriA,141xCPE1744 2xCPE1746,1xCPE0117 1xCPE1858 1xCPE2382
CPE1746,74,149,92,166,92,168,1188,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,57xCPE1747 3xCPE1748 2xCPE1745,
CPE1747,19,30,25,36,28,41,213,rpoZ,DNA-directed RNA polymerase subunit omega,93xCPE1748 57xCPE1746,
CPE1748,21,63,49,147,32,75,660,gmk,guanylate kinase,106xCPE1749 93xCPE1747 3xCPE1746 1xCPE1750,
CPE1749,19,25,29,82,26,53,270,,hypothetical protein,106xCPE1748 89xCPE1750,
CPE1750,48,103,62,205,65,153,885,,hypothetical protein,89xCPE1749 1xCPE1748,
CPE1751,7,950,95,2773,22,74,1398,,hypothetical protein,,
CPE1752,4,64,31,174,21,56,984,ansA,L-asparaginase,,
CPE1753,30,61,3,6,1187,819,1476,spoIVA,stage IV sporulation protein A,,
CPE1754,77,263,117,231,107,226,996,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,217xCPE1755,
CPE1755,62,222,131,251,87,174,1317,engA,GTP-binding protein EngA,217xCPE1754 109xCPE1756,
CPE1756,86,171,102,162,80,174,1338,,hypothetical protein,109xCPE1755,
CPE1757,43,116,65,71,76,121,1716,,sensory box histidine kinase,37xCPE1758,
CPE1758,65,119,92,137,71,104,705,,hypothetical protein,37xCPE1757,
CPE1759,374,478,295,530,492,665,450,nrdR,transcriptional regulator NrdR,16xCPE1760,
CPE1760,1,7,0,0,77,60,273,,hypothetical protein,16xCPE1759 2xCPE1761,
CPE1761,29,27,3,6,575,616,813,sigG,sporulation sigma factor SigG,20xCPE1762 2xCPE1760,
CPE1762,6,8,2,1,37,41,708,sigE,sporulation sigma factor SigE,26xCPE1763 20xCPE1761,
CPE1763,29,30,8,14,79,132,807,spoIIGA,sporulation factor SpoIIGA,26xCPE1762 3xCPE1764,
CPE1764,1,0,1,2,0,0,195,,hypothetical protein,3xCPE1763,
CPE1765,335,684,356,581,454,711,1146,ftsZ,cell division protein FtsZ,483xCPE1766,
CPE1766,192,277,118,249,250,294,1239,ftsA,cell division protein FtsA,483xCPE1765 36xCPE1767,
CPE1767,108,209,111,206,171,216,1053,pilT,twitching motility protein PilT,36xCPE1766,
CPE1768,2,6,0,7,142,125,702,sigK,sporulation sigma factor SigK,2xCPE1769,
CPE1769,1,5,0,1,61,38,1668,spoVD,stage V sporulation protein D,2xCPE1768,
CPE1770,145,196,166,224,172,215,627,,uridine kinase,261xCPE1771,
CPE1771,116,181,135,341,173,173,1230,,peptidase U32,261xCPE1770 104xCPE1772,
CPE1772,38,109,67,122,71,81,645,,O-methyltransferase,123xCPE1773 104xCPE1771,
CPE1773,80,163,195,347,142,193,1029,,putative aminodeoxychorismate lyase,123xCPE1772 10xCPE1774,
CPE1774,73,139,159,229,107,129,1833,typA,GTP-binding protein TypA,10xCPE1773 4xCPE1775,
